source_key,institution_name,institution_short_name,country_code,region_code,source_name,base_url,listing_url,source_type,adapter_key,crawl_interval_minutes,language_codes,audience_hints,robots_checked_at,robots_status,terms_status,api_docs_url,rss_feed_url,contact_url,enabled,notes,config_json
src-0055,Zafer Kalkınma Ajansı,,TR,turkiye,ZEKA Destek ve Duyuruları,https://www.zafer.gov.tr,https://www.zafer.gov.tr/,html,src-0055_html_v1,720,tr,,2026-06-25,unknown,unknown,,,,true,Also covered by ka.gov.tr; keep as fallback and regional-detail source.,"{""coverage_role"": ""secondary"", ""funding_scope"": ""Regional financial support; technical support; feasibility; guided projects"", ""geographic_scope"": ""subnational"", ""legacy_source_id"": ""SRC-0055"", ""priority"": ""2"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""regional_agency_portal""}"
src-0056,Orta Anadolu Kalkınma Ajansı,,TR,turkiye,ORAN Destek ve Duyuruları,https://www.oran.org.tr,https://www.oran.org.tr/,html,src-0056_html_v1,720,tr,,2026-06-25,unknown,unknown,,,,true,Also covered by ka.gov.tr; keep as fallback and regional-detail source.,"{""coverage_role"": ""secondary"", ""funding_scope"": ""Regional financial support; technical support; feasibility; guided projects"", ""geographic_scope"": ""subnational"", ""legacy_source_id"": ""SRC-0056"", ""priority"": ""2"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""regional_agency_portal""}"
src-0057,Ahiler Kalkınma Ajansı,,TR,turkiye,AHİKA Destek ve Duyuruları,https://www.ahika.gov.tr,https://www.ahika.gov.tr/,html,src-0057_html_v1,720,tr,,2026-06-25,unknown,unknown,,,,true,Also covered by ka.gov.tr; keep as fallback and regional-detail source.,"{""coverage_role"": ""secondary"", ""funding_scope"": ""Regional financial support; technical support; feasibility; guided projects"", ""geographic_scope"": ""subnational"", ""legacy_source_id"": ""SRC-0057"", ""priority"": ""2"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""regional_agency_portal""}"
src-0058,Batı Karadeniz Kalkınma Ajansı,,TR,turkiye,BAKKA Destek ve Duyuruları,https://bakka.gov.tr,https://bakka.gov.tr/,html,src-0058_html_v1,720,tr,,2026-06-25,unknown,unknown,,,,true,Also covered by ka.gov.tr; keep as fallback and regional-detail source.,"{""coverage_role"": ""secondary"", ""funding_scope"": ""Regional financial support; technical support; feasibility; guided projects"", ""geographic_scope"": ""subnational"", ""legacy_source_id"": ""SRC-0058"", ""priority"": ""2"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""regional_agency_portal""}"
src-0059,Kuzey Anadolu Kalkınma Ajansı,,TR,turkiye,KUZKA Destek ve Duyuruları,https://www.kuzka.gov.tr,https://www.kuzka.gov.tr/,html,src-0059_html_v1,720,tr,,2026-06-25,unknown,unknown,,,,true,Also covered by ka.gov.tr; keep as fallback and regional-detail source.,"{""coverage_role"": ""secondary"", ""funding_scope"": ""Regional financial support; technical support; feasibility; guided projects"", ""geographic_scope"": ""subnational"", ""legacy_source_id"": ""SRC-0059"", ""priority"": ""2"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""regional_agency_portal""}"
src-0060,Orta Karadeniz Kalkınma Ajansı,,TR,turkiye,OKA Destek ve Duyuruları,https://oka.gov.tr,https://oka.gov.tr/,html,src-0060_html_v1,720,tr,,2026-06-25,unknown,unknown,,,,true,Also covered by ka.gov.tr; keep as fallback and regional-detail source.,"{""coverage_role"": ""secondary"", ""funding_scope"": ""Regional financial support; technical support; feasibility; guided projects"", ""geographic_scope"": ""subnational"", ""legacy_source_id"": ""SRC-0060"", ""priority"": ""2"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""regional_agency_portal""}"
src-0061,Doğu Karadeniz Kalkınma Ajansı,,TR,turkiye,DOKA Destek ve Duyuruları,https://www.doka.org.tr,https://www.doka.org.tr/,html,src-0061_html_v1,720,tr,,2026-06-25,unknown,unknown,,,,true,Also covered by ka.gov.tr; keep as fallback and regional-detail source.,"{""coverage_role"": ""secondary"", ""funding_scope"": ""Regional financial support; technical support; feasibility; guided projects"", ""geographic_scope"": ""subnational"", ""legacy_source_id"": ""SRC-0061"", ""priority"": ""2"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""regional_agency_portal""}"
src-0062,Çukurova Kalkınma Ajansı,,TR,turkiye,ÇKA Destek ve Duyuruları,https://www.cka.org.tr,https://www.cka.org.tr/,html,src-0062_html_v1,720,tr,,2026-06-25,unknown,unknown,,,,true,Also covered by ka.gov.tr; keep as fallback and regional-detail source.,"{""coverage_role"": ""secondary"", ""funding_scope"": ""Regional financial support; technical support; feasibility; guided projects"", ""geographic_scope"": ""subnational"", ""legacy_source_id"": ""SRC-0062"", ""priority"": ""2"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""regional_agency_portal""}"
src-0063,Doğu Akdeniz Kalkınma Ajansı,,TR,turkiye,DOĞAKA Destek ve Duyuruları,https://www.dogaka.gov.tr,https://www.dogaka.gov.tr/,html,src-0063_html_v1,720,tr,,2026-06-25,unknown,unknown,,,,true,Also covered by ka.gov.tr; keep as fallback and regional-detail source.,"{""coverage_role"": ""secondary"", ""funding_scope"": ""Regional financial support; technical support; feasibility; guided projects"", ""geographic_scope"": ""subnational"", ""legacy_source_id"": ""SRC-0063"", ""priority"": ""2"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""regional_agency_portal""}"
src-0064,İpekyolu Kalkınma Ajansı,,TR,turkiye,İKA Destek ve Duyuruları,https://www.ika.org.tr,https://www.ika.org.tr/,html,src-0064_html_v1,720,tr,,2026-06-25,unknown,unknown,,,,true,Also covered by ka.gov.tr; keep as fallback and regional-detail source.,"{""coverage_role"": ""secondary"", ""funding_scope"": ""Regional financial support; technical support; feasibility; guided projects"", ""geographic_scope"": ""subnational"", ""legacy_source_id"": ""SRC-0064"", ""priority"": ""2"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""regional_agency_portal""}"
src-0065,Karacadağ Kalkınma Ajansı,,TR,turkiye,KARACADAĞ Destek ve Duyuruları,https://www.karacadag.gov.tr,https://www.karacadag.gov.tr/,html,src-0065_html_v1,720,tr,,2026-06-25,unknown,unknown,,,,true,Also covered by ka.gov.tr; keep as fallback and regional-detail source.,"{""coverage_role"": ""secondary"", ""funding_scope"": ""Regional financial support; technical support; feasibility; guided projects"", ""geographic_scope"": ""subnational"", ""legacy_source_id"": ""SRC-0065"", ""priority"": ""2"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""regional_agency_portal""}"
src-0066,Dicle Kalkınma Ajansı,,TR,turkiye,DİKA Destek ve Duyuruları,https://www.dika.org.tr,https://www.dika.org.tr/,html,src-0066_html_v1,720,tr,,2026-06-25,unknown,unknown,,,,true,Also covered by ka.gov.tr; keep as fallback and regional-detail source.,"{""coverage_role"": ""secondary"", ""funding_scope"": ""Regional financial support; technical support; feasibility; guided projects"", ""geographic_scope"": ""subnational"", ""legacy_source_id"": ""SRC-0066"", ""priority"": ""2"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""regional_agency_portal""}"
src-0067,Fırat Kalkınma Ajansı,,TR,turkiye,FKA Destek ve Duyuruları,https://fka.gov.tr,https://fka.gov.tr/,html,src-0067_html_v1,720,tr,,2026-06-25,unknown,unknown,,,,true,Also covered by ka.gov.tr; keep as fallback and regional-detail source.,"{""coverage_role"": ""secondary"", ""funding_scope"": ""Regional financial support; technical support; feasibility; guided projects"", ""geographic_scope"": ""subnational"", ""legacy_source_id"": ""SRC-0067"", ""priority"": ""2"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""regional_agency_portal""}"
src-0068,Kuzeydoğu Anadolu Kalkınma Ajansı,,TR,turkiye,KUDAKA Destek ve Duyuruları,https://www.kudaka.gov.tr,https://www.kudaka.gov.tr/,html,src-0068_html_v1,720,tr,,2026-06-25,unknown,unknown,,,,true,Also covered by ka.gov.tr; keep as fallback and regional-detail source.,"{""coverage_role"": ""secondary"", ""funding_scope"": ""Regional financial support; technical support; feasibility; guided projects"", ""geographic_scope"": ""subnational"", ""legacy_source_id"": ""SRC-0068"", ""priority"": ""2"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""regional_agency_portal""}"
src-0069,Serhat Kalkınma Ajansı,,TR,turkiye,SERKA Destek ve Duyuruları,https://www.serka.gov.tr,https://www.serka.gov.tr/,html,src-0069_html_v1,720,tr,,2026-06-25,unknown,unknown,,,,true,Also covered by ka.gov.tr; keep as fallback and regional-detail source.,"{""coverage_role"": ""secondary"", ""funding_scope"": ""Regional financial support; technical support; feasibility; guided projects"", ""geographic_scope"": ""subnational"", ""legacy_source_id"": ""SRC-0069"", ""priority"": ""2"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""regional_agency_portal""}"
src-0070,Doğu Anadolu Kalkınma Ajansı,,TR,turkiye,DAKA Destek ve Duyuruları,https://www.daka.org.tr,https://www.daka.org.tr/,html,src-0070_html_v1,720,tr,,2026-06-25,unknown,unknown,,,,true,Also covered by ka.gov.tr; keep as fallback and regional-detail source.,"{""coverage_role"": ""secondary"", ""funding_scope"": ""Regional financial support; technical support; feasibility; guided projects"", ""geographic_scope"": ""subnational"", ""legacy_source_id"": ""SRC-0070"", ""priority"": ""2"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""regional_agency_portal""}"
src-0071,European Commission,,EU,europe,EU Funding & Tenders Portal,https://ec.europa.eu,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/calls-for-proposals,headless,src-0071_headless_v1,180,en,,2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""Horizon Europe; Digital Europe; LIFE; EU4Health; CERV; Creative Europe; central EU programmes"", ""geographic_scope"": ""multi_country"", ""legacy_source_id"": ""SRC-0071"", ""priority"": ""1"", ""requires_javascript"": true, ""requires_login"": false, ""source_category"": ""central_portal""}"
src-0072,European Commission,,EU,europe,Find Funding,https://commission.europa.eu,https://commission.europa.eu/funding-tenders/find-funding_en,html,src-0072_html_v1,1440,en,,2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""EU programme directory"", ""geographic_scope"": ""multi_country"", ""legacy_source_id"": ""SRC-0072"", ""priority"": ""2"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""central_portal""}"
src-0073,European Commission,,EU,europe,STEP Funding Portal,https://strategic-technologies.europa.eu,https://strategic-technologies.europa.eu/get-funding_en,html,src-0073_html_v1,720,en,,2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""Strategic technologies; clean tech; digital; biotech"", ""geographic_scope"": ""multi_country"", ""legacy_source_id"": ""SRC-0073"", ""priority"": ""1"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""programme_portal""}"
src-0074,European Education and Culture Executive Agency,,EU,europe,EACEA Grants,https://www.eacea.ec.europa.eu,https://www.eacea.ec.europa.eu/grants_en,html,src-0074_html_v1,360,en,education,2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""Education; culture; media; youth; citizenship"", ""geographic_scope"": ""multi_country"", ""legacy_source_id"": ""SRC-0074"", ""priority"": ""1"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""agency_portal""}"
src-0075,European Innovation Council,,EU,europe,EIC Funding Opportunities,https://eic.ec.europa.eu,https://eic.ec.europa.eu/eic-funding-opportunities_en,html,src-0075_html_v1,360,en,,2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""EIC Accelerator; Pathfinder; Transition"", ""geographic_scope"": ""multi_country"", ""legacy_source_id"": ""SRC-0075"", ""priority"": ""1"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""programme_portal""}"
src-0076,European Research Council,,EU,europe,ERC Grant Schemes,https://erc.europa.eu,https://erc.europa.eu/apply-grant,html,src-0076_html_v1,720,en,researcher,2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""Frontier research grants"", ""geographic_scope"": ""multi_country"", ""legacy_source_id"": ""SRC-0076"", ""priority"": ""1"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""programme_portal""}"
src-0077,CINEA,,EU,europe,CINEA Programmes,https://cinea.ec.europa.eu,https://cinea.ec.europa.eu/programmes_en,html,src-0077_html_v1,360,en,"sme,climate",2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""LIFE; CEF; Innovation Fund; climate; energy; transport"", ""geographic_scope"": ""multi_country"", ""legacy_source_id"": ""SRC-0077"", ""priority"": ""1"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""agency_portal""}"
src-0078,European Research Executive Agency,,EU,europe,REA Funding and Grants,https://rea.ec.europa.eu,https://rea.ec.europa.eu/funding-and-grants_en,html,src-0078_html_v1,360,en,researcher,2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""Horizon Europe; MSCA; research"", ""geographic_scope"": ""multi_country"", ""legacy_source_id"": ""SRC-0078"", ""priority"": ""1"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""agency_portal""}"
src-0079,HaDEA,,EU,europe,HaDEA Programmes,https://hadea.ec.europa.eu,https://hadea.ec.europa.eu/programmes_en,html,src-0079_html_v1,360,en,,2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""Health; food; digital; industry"", ""geographic_scope"": ""multi_country"", ""legacy_source_id"": ""SRC-0079"", ""priority"": ""1"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""agency_portal""}"
src-0080,EISMEA,,EU,europe,EISMEA Programmes,https://eismea.ec.europa.eu,https://eismea.ec.europa.eu/programmes_en,html,src-0080_html_v1,360,en,sme,2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""SMEs; single market; innovation; entrepreneurship"", ""geographic_scope"": ""multi_country"", ""legacy_source_id"": ""SRC-0080"", ""priority"": ""1"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""agency_portal""}"
src-0081,European Commission,,EU,europe,Innovation Fund,https://climate.ec.europa.eu,https://climate.ec.europa.eu/eu-action/eu-funding-climate-action/innovation-fund_en,html,src-0081_html_v1,360,en,,2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""Net-zero; decarbonisation; clean technology"", ""geographic_scope"": ""multi_country"", ""legacy_source_id"": ""SRC-0081"", ""priority"": ""1"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""programme_portal""}"
src-0082,Interreg,,EU,europe,Interreg Calls for Projects,https://interreg.eu,https://interreg.eu/calls-for-projects/,html,src-0082_html_v1,360,en,,2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""Cross-border; transnational; interregional cooperation"", ""geographic_scope"": ""multi_country"", ""legacy_source_id"": ""SRC-0082"", ""priority"": ""1"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""central_portal""}"
src-0083,Interreg Europe,,EU,europe,Interreg Europe,https://www.interregeurope.eu,https://www.interregeurope.eu/,html,src-0083_html_v1,720,en,,2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""Regional policy cooperation"", ""geographic_scope"": ""multi_country"", ""legacy_source_id"": ""SRC-0083"", ""priority"": ""2"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""programme_portal""}"
src-0084,COST Association,,EU,europe,COST Open Call,https://www.cost.eu,https://www.cost.eu/funding/open-call-a-simple-one-step-application-process/,html,src-0084_html_v1,720,en,researcher,2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""European research networks"", ""geographic_scope"": ""multi_country"", ""legacy_source_id"": ""SRC-0084"", ""priority"": ""1"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""programme_portal""}"
src-0085,Eureka Network,,EU,europe,Eureka Open Calls,https://eurekanetwork.org,https://eurekanetwork.org/opencalls/,html,src-0085_html_v1,360,en,sme,2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""International industrial R&D and innovation"", ""geographic_scope"": ""multi_country"", ""legacy_source_id"": ""SRC-0085"", ""priority"": ""1"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""central_portal""}"
src-0086,Eureka Network,,EU,europe,Eurostars,https://eurekanetwork.org,https://eurekanetwork.org/programmes/eurostars/,html,src-0086_html_v1,360,en,sme,2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""International R&D-performing SMEs"", ""geographic_scope"": ""multi_country"", ""legacy_source_id"": ""SRC-0086"", ""priority"": ""1"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""programme_portal""}"
src-0087,European Institute of Innovation and Technology,,EU,europe,EIT Opportunities,https://www.eit.europa.eu,https://www.eit.europa.eu/our-activities/opportunities,html,src-0087_html_v1,360,en,climate,2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""Health; climate; digital; manufacturing; food; mobility"", ""geographic_scope"": ""multi_country"", ""legacy_source_id"": ""SRC-0087"", ""priority"": ""1"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""central_portal""}"
src-0088,European Space Agency,,EU,europe,ESA Business Applications Funding,https://business.esa.int,https://business.esa.int/funding,html,src-0088_html_v1,720,en,,2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""Space-enabled services and applications"", ""geographic_scope"": ""multi_country"", ""legacy_source_id"": ""SRC-0088"", ""priority"": ""1"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""programme_portal""}"
src-0089,European Commission,,EU,europe,European Defence Fund,https://defence-industry-space.ec.europa.eu,https://defence-industry-space.ec.europa.eu/eu-defence-industry/european-defence-fund-edf-official-webpage-european-commission_en,html,src-0089_html_v1,360,en,"researcher,development",2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""Defence research and development"", ""geographic_scope"": ""multi_country"", ""legacy_source_id"": ""SRC-0089"", ""priority"": ""1"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""programme_portal""}"
src-0090,European Commission,,EU,europe,Creative Europe Calls,https://culture.ec.europa.eu,https://culture.ec.europa.eu/creative-europe/creative-europe-calls-for-proposals,html,src-0090_html_v1,360,en,,2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""Culture; media; creative sectors"", ""geographic_scope"": ""multi_country"", ""legacy_source_id"": ""SRC-0090"", ""priority"": ""1"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""programme_portal""}"
src-0091,European Commission,,EU,europe,EU4Health,https://health.ec.europa.eu,https://health.ec.europa.eu/funding/eu4health-programme-2021-2027-vision-healthier-european-union_en,html,src-0091_html_v1,360,en,sme,2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""Health systems and health innovation"", ""geographic_scope"": ""multi_country"", ""legacy_source_id"": ""SRC-0091"", ""priority"": ""1"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""programme_portal""}"
src-0092,European Youth Portal,,EU,europe,European Solidarity Corps and Youth Opportunities,https://youth.europa.eu,https://youth.europa.eu/,html,src-0092_html_v1,720,en,,2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""Youth; volunteering; solidarity"", ""geographic_scope"": ""multi_country"", ""legacy_source_id"": ""SRC-0092"", ""priority"": ""2"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""central_portal""}"
src-0093,National Managing Authorities,,AT,europe,EU Fonds 2021–2027,https://www.oerok.gv.at,https://www.oerok.gv.at/eu-fonds-2021-2027,html,src-0093_html_v1,720,de,,2026-06-25,unknown,unknown,,,,true,Official EU national single portal.,"{""coverage_role"": ""primary"", ""funding_scope"": ""ERDF; ESF+; Cohesion Fund; JTF; EMFAF; AMIF; ISF; BMVI"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0093"", ""priority"": ""2"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""national_single_portal""}"
src-0094,National Managing Authorities,,BE,europe,Europe in Belgium,https://www.europeinbelgium.be,https://www.europeinbelgium.be/,html,src-0094_html_v1,720,"de,fr,nl",,2026-06-25,unknown,unknown,,,,true,Official EU national single portal.,"{""coverage_role"": ""primary"", ""funding_scope"": ""ERDF; ESF+; Cohesion Fund; JTF; EMFAF; AMIF; ISF; BMVI"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0094"", ""priority"": ""2"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""national_single_portal""}"
src-0095,National Managing Authorities,,BG,europe,EU Funds Bulgaria,https://www.eufunds.bg,https://www.eufunds.bg/,html,src-0095_html_v1,720,en,,2026-06-25,unknown,unknown,,,,true,Official EU national single portal.,"{""coverage_role"": ""primary"", ""funding_scope"": ""ERDF; ESF+; Cohesion Fund; JTF; EMFAF; AMIF; ISF; BMVI"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0095"", ""priority"": ""2"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""national_single_portal""}"
src-0096,National Managing Authorities,,CY,europe,EU Funds Cyprus,https://eufunds.com.cy,https://eufunds.com.cy/,html,src-0096_html_v1,720,"en,el",,2026-06-25,unknown,unknown,,,,true,Official EU national single portal.,"{""coverage_role"": ""primary"", ""funding_scope"": ""ERDF; ESF+; Cohesion Fund; JTF; EMFAF; AMIF; ISF; BMVI"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0096"", ""priority"": ""2"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""national_single_portal""}"
src-0097,National Managing Authorities,,CZ,europe,DotaceEU,https://www.dotaceeu.cz,https://www.dotaceeu.cz/,html,src-0097_html_v1,720,en,,2026-06-25,unknown,unknown,,,,true,Official EU national single portal.,"{""coverage_role"": ""primary"", ""funding_scope"": ""ERDF; ESF+; Cohesion Fund; JTF; EMFAF; AMIF; ISF; BMVI"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0097"", ""priority"": ""2"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""national_single_portal""}"
src-0098,National Managing Authorities,,DE,europe,EU Cohesion and Structural Policy,https://www.bmwk.de,https://www.bmwk.de/Redaktion/DE/Artikel/Europa/eu-kohaesions-und-strukturpolitik.html,html,src-0098_html_v1,720,de,,2026-06-25,unknown,unknown,,,,true,Official EU national single portal.,"{""coverage_role"": ""primary"", ""funding_scope"": ""ERDF; ESF+; Cohesion Fund; JTF; EMFAF; AMIF; ISF; BMVI"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0098"", ""priority"": ""2"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""national_single_portal""}"
src-0099,National Managing Authorities,,DK,europe,EU Fonde,https://eufonde.dk,https://eufonde.dk/,html,src-0099_html_v1,720,da,,2026-06-25,unknown,unknown,,,,true,Official EU national single portal.,"{""coverage_role"": ""primary"", ""funding_scope"": ""ERDF; ESF+; Cohesion Fund; JTF; EMFAF; AMIF; ISF; BMVI"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0099"", ""priority"": ""2"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""national_single_portal""}"
src-0100,National Managing Authorities,,EE,europe,State Shared Service Centre,https://www.rtk.ee,https://www.rtk.ee/,html,src-0100_html_v1,720,en,,2026-06-25,unknown,unknown,,,,true,Official EU national single portal.,"{""coverage_role"": ""primary"", ""funding_scope"": ""ERDF; ESF+; Cohesion Fund; JTF; EMFAF; AMIF; ISF; BMVI"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0100"", ""priority"": ""2"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""national_single_portal""}"
src-0101,National Managing Authorities,,ES,europe,Fondos Europeos,https://fondoseuropeos.gob.es,https://fondoseuropeos.gob.es/,html,src-0101_html_v1,720,es,,2026-06-25,unknown,unknown,,,,true,Official EU national single portal.,"{""coverage_role"": ""primary"", ""funding_scope"": ""ERDF; ESF+; Cohesion Fund; JTF; EMFAF; AMIF; ISF; BMVI"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0101"", ""priority"": ""2"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""national_single_portal""}"
src-0102,National Managing Authorities,,FI,europe,EU Funding Advisory Service,https://www.eurahoitusneuvonta.fi,https://www.eurahoitusneuvonta.fi/,html,src-0102_html_v1,720,"en,sv,fi",,2026-06-25,unknown,unknown,,,,true,Official EU national single portal.,"{""coverage_role"": ""primary"", ""funding_scope"": ""ERDF; ESF+; Cohesion Fund; JTF; EMFAF; AMIF; ISF; BMVI"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0102"", ""priority"": ""2"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""national_single_portal""}"
src-0103,National Managing Authorities,,FR,europe,Europe en France,https://www.europe-en-france.gouv.fr,https://www.europe-en-france.gouv.fr/,html,src-0103_html_v1,720,fr,,2026-06-25,unknown,unknown,,,,true,Official EU national single portal.,"{""coverage_role"": ""primary"", ""funding_scope"": ""ERDF; ESF+; Cohesion Fund; JTF; EMFAF; AMIF; ISF; BMVI"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0103"", ""priority"": ""2"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""national_single_portal""}"
src-0104,National Managing Authorities,,GR,europe,ESPA,https://www.espa.gr,https://www.espa.gr/,html,src-0104_html_v1,720,"en,el",,2026-06-25,unknown,unknown,,,,true,Official EU national single portal.,"{""coverage_role"": ""primary"", ""funding_scope"": ""ERDF; ESF+; Cohesion Fund; JTF; EMFAF; AMIF; ISF; BMVI"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0104"", ""priority"": ""2"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""national_single_portal""}"
src-0105,National Managing Authorities,,HR,europe,EU Fondovi Hrvatska,https://eufondovi.gov.hr,https://eufondovi.gov.hr/,html,src-0105_html_v1,720,en,,2026-06-25,unknown,unknown,,,,true,Official EU national single portal.,"{""coverage_role"": ""primary"", ""funding_scope"": ""ERDF; ESF+; Cohesion Fund; JTF; EMFAF; AMIF; ISF; BMVI"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0105"", ""priority"": ""2"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""national_single_portal""}"
src-0106,National Managing Authorities,,HU,europe,Pályázat,https://www.palyazat.gov.hu,https://www.palyazat.gov.hu/,html,src-0106_html_v1,720,en,,2026-06-25,unknown,unknown,,,,true,Official EU national single portal.,"{""coverage_role"": ""primary"", ""funding_scope"": ""ERDF; ESF+; Cohesion Fund; JTF; EMFAF; AMIF; ISF; BMVI"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0106"", ""priority"": ""2"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""national_single_portal""}"
